scalerank,featurecla,geometry
1,Country,"POLYGON ((134.7246244650667 -6.214400730009302, 134.2101339051689 -6.895237725454706, 134.112775506731 -6.142467136259015, 134.2903357280859 -5.783057549669039, 134.4996252788679 -5.445042006047899, 134.7270015809521 -5.73758228925216, 134.7246244650667 -6.214400730009302))"
1,Country,"POLYGON ((155.8800256695784 -6.81999684003776, 155.5999910829888 -6.919990736522493, 155.1669942568152 -6.535931491729315, 154.7291915224384 -5.900828138862209, 154.5141142112397 -5.139117526880014, 154.6525036969173 -5.042430922061939, 154.7599906760845 -5.339983819198494, 155.0629179221794 -5.566791680527501, 155.5477462099418 -6.200654799019659, 156.0199654482248 -6.540013929880402, 155.8800256695784 -6.81999684003776))"
1,Country,"POLYGON ((151.9827958518545 -5.478063246282346, 151.4591068870087 -5.560280450058741, 151.3013904156539 -5.840728448106788, 150.7544470562767 -6.083762709175474, 150.2411967307539 -6.317753594593086, 149.7099630067933 -6.316513360218053, 148.8900647320505 -6.026040134305433, 148.3189368023608 -5.747142429226145, 148.4018257997569 -5.437755629094724, 149.2984119000209 -5.583741550319317, 149.8455619651273 -5.505503431829339, 149.9962504416903 -5.026101169457675, 150.1397558941649 -5.001348158389888, 150.2369075868736 -5.532220147324281, 150.8074670758081 -5.455842380396888, 151.089672072554 -5.113692722192383, 151.6478808941709 -4.757073662946183, 151.5378617698215 -4.167807305521976, 152.1367916200844 -4.14879037843852, 152.338743117481 -4.312966403829861, 152.3186926617518 -4.867661228050764, 151.9827958518545 -5.478063246282346))"
1,Country,"POLYGON ((127.249215122589 -3.45906503663889, 126.8749227234989 -3.79098276124958, 126.1838021180273 -3.607376397316571, 125.9890336447193 -3.177273451351326, 127.000651483265 -3.129317722184496, 127.249215122589 -3.45906503663889))"
1,Country,"POLYGON ((130.4713440288518 -3.09376433676762, 130.8348360535929 -3.858472181822762, 129.9905465028081 -3.446300957862832, 129.1552486512424 -3.362636813982263, 128.5906836284537 -3.428679294451257, 127.8988912293624 -3.393435967628207, 128.1358793478528 -2.843650404475014, 129.370997756061 -2.802154229344652, 130.4713440288518 -3.09376433676762))"
1,Country,"POLYGON ((153.1400378765988 -4.499983412294114, 152.8272921083683 -4.766427097190999, 152.638673130503 -4.176127211120928, 152.406025832325 -3.789742526874562, 151.9532369325836 -3.462062269711822, 151.3842794130501 -3.035421644710112, 150.6620495953389 -2.741486097833956, 150.9399654482046 -2.500002129734028, 151.4799841656546 -2.779985039891386, 151.8200150901351 -2.999971612157907, 152.2399894553711 -3.240008640153661, 152.6400167177426 -3.659983005389748, 153.0199935243847 -3.980015150573294, 153.1400378765988 -4.499983412294114))"
1,Country,"POLYGON ((134.1433679546478 -1.151867364103595, 134.4226273947531 -2.769184665542397, 135.4576029806948 -3.367752780779128, 136.2933142437188 -2.30704233155619, 137.4407377463275 -1.703513278819372, 138.3297274110448 -1.70268645590275, 139.184920689043 -2.051295668143638, 139.9266841981604 -2.409051608900285, 141.0002104025919 -2.600151055515639, 142.7352466167915 -3.289152927263217, 144.5839709820333 -3.861417738463402, 145.27317955951 -4.373737888205028, 145.8297864117257 -4.876497897972683, 145.981921828393 -5.465609226100028, 147.6480733583476 -6.083659356310818, 147.8911076194162 -6.61401458092233, 146.9709053895949 -6.721656589386356, 147.191873814075 -7.388024183789994, 148.0846358583494 -8.044108168167611, 148.7341052593936 -9.104663588093771, 149.3068351584845 -9.071435642130069, 149.2666308941614 -9.514406019736029, 150.0387284690343 -9.684318129111702, 149.7387984560123 -9.872937106977105, 150.8016276389592 -10.29368661869752, 150.6905749859639 -10.58271290450597, 150.0283931825758 -10.65247608809995, 149.782310012002 -10.39326710372394, 148.9231376487173 -10.28092253992136, 147.913018426708 -10.13044076908747, 147.1354431500123 -9.492443536012019, 146.5678808941506 -8.942554619994155, 146.0484810731849 -8.06741423913131, 144.7441679221381 -7.630128269077474, 143.8970878440097 -7.915330498896282, 143.2863757671844 -8.245491224809072, 143.4139132020807 -8.983068942911032, 142.6284314312443 -9.326820570516503, 142.0682589052003 -9.159595635620036, 141.0338517600139 -9.117892754760518, 140.1434151551926 -8.297167657100957, 139.1277665549281 -8.096042982621029, 138.881476678625 -8.38093515384611, 137.6144739116928 -8.411682631059762, 138.0390991558353 -7.597882175327356, 138.6686214540148 -7.320224704623087, 138.4079138531024 -6.232849216337485, 137.9278397971109 -5.393365573756, 135.9892501161135 -4.546543877789063, 135.1645976095997 -4.462931410340872, 133.662880487198 -3.538853448097527, 133.3677047059468 -4.024818617370315, 132.9839555197474 -4.112978610860281, 132.756940952689 -3.74628264731713, 132.7537886903193 -3.311787204607072, 131.9898043153162 -2.820551039240556, 133.0668445171435 -2.460417982598443, 133.7800309592036 -2.47984832114021, 133.6962117860262 -2.214541517753688, 132.2323734884943 -2.21252613689434, 131.8362219585448 -1.617161960459697, 130.9428397970829 -1.432522067880811, 130.5195581401801 -0.937720228686075, 131.8675378765136 -0.695461114101818, 132.3801164084168 -0.369537855636977, 133.9855481304284 -0.780210463060456, 134.1433679546478 -1.151867364103595))"
1,Country,"POLYGON ((125.2405005229716 1.419836127117605, 124.4370353536974 0.427881171058957, 123.6855049988768 0.235593166500877, 122.7230831238729 0.431136786293337, 121.0567248881891 0.381217352699352, 120.1830831238628 0.237246812334206, 120.0408695821955 -0.519657891444865, 120.9359053894908 -1.408905938323372, 121.4758207540762 -0.955962009285116, 123.3405648133285 -0.615672702643181, 123.2583992859845 -1.076213067228338, 122.8227152853317 -0.930950616055881, 122.3885299012154 -1.516858005381124, 121.5082735535555 -1.904482924002423, 122.4545723816844 -3.186058444840967, 122.2718961935326 -3.529500013852712, 123.1709627625466 -4.683693129091722, 123.1623327983538 -5.340603936386046, 122.6285152527787 -5.634591159694494, 122.2363944845481 -5.282933037948297, 122.7195691264771 -4.46417164471589, 121.7382336772544 -4.851331475446585, 121.4894633322013 -4.574552504091315, 121.6191711772539 -4.188477878438675, 120.8981815939177 -3.602105401222829, 120.9723889506888 -2.62764291749491, 120.3054529155299 -2.931603692235726, 120.3900472351918 -4.097579034037309, 120.4307165874054 -5.528241062037779, 119.7965434103196 -5.673400160345651, 119.366905552245 -5.379878024927805, 119.6536063986002 -4.459417412944958, 119.498835483886 -3.494411716326525, 119.078344354327 -3.487021986508765, 118.7677689962528 -2.801999200047689, 119.1809737488587 -2.147103773612798, 119.3233939962551 -1.353147067880485, 119.8259989767259 0.154254462073482, 120.0357019389664 0.566477362465704, 120.8857792501676 1.309222723796836, 121.666816847827 1.013943589681077, 122.9275667664519 0.875192368977366, 124.0775224142429 0.917101955566139, 125.0659892111218 1.643259182131544, 125.2405005229716 1.419836127117605))"
1,Country,"POLYGON ((128.6882487326207 1.132385972494006, 128.6359521831414 0.258485826006179, 128.1201697124362 0.356412665199272, 127.9680342957689 -0.252077325037533, 128.3799988139997 -0.780003757331301, 128.1000159038424 -0.899996433113074, 127.696474644075 -0.266598402511505, 127.3994901876938 1.011721503092559, 127.6005115093091 1.810690822757181, 127.9323775574876 2.174596258956555, 128.0041561219408 1.628531398928331, 128.5945593608755 1.540810655112864, 128.6882487326207 1.132385972494006))"
1,Country,"POLYGON ((105.8176550639094 -5.852355645372413, 104.7103841491915 -5.873284600450646, 103.8682133321308 -5.037314955264989, 102.584260695407 -4.220258884298204, 102.1561731303011 -3.61414600994685, 101.3991133972251 -2.799777113459186, 100.9025028829002 -2.05026213949786, 100.1419808288607 -0.650347588710972, 99.26373986206031 0.183141587724649, 98.97001102091335 1.042882391764536, 98.60135135294311 1.823506577965532, 97.69959760944991 2.453183905442017, 97.1769421732499 3.30879059489861, 96.42401655475729 3.868859768077911, 95.38087609251355 4.97078217205366, 95.29302615761733 5.479820868344817, 95.93686282754177 5.439513251157095, 97.4848820332771 5.246320909033912, 98.36916914265569 4.268370266126368, 99.14255862833593 3.59034963624083, 99.69399783732243 3.174328518075157, 100.6414335469617 2.099381211755698, 101.6580123230075 2.083697414555189, 102.4982711120732 1.398700466310203, 103.0768404480131 0.56136139566884, 103.8383960306984 0.104541734208667, 103.437645298275 -0.711945896002945, 104.0107886088241 -1.059211521004329, 104.369991489685 -1.084843031421116, 104.5394901876022 -1.782371514496802, 104.8878926941141 -2.340425306816755, 105.622111444117 -2.42884368246807, 106.1085933777127 -3.06177662517895, 105.8574459167742 -4.305524997579809, 105.8176550639094 -5.852355645372413))"
1,Country,"POLYGON ((117.875627069166 1.827640692548897, 118.9967472677382 0.902219143066048, 117.8118583517178 0.784241848143722, 117.4783386577061 0.102474676917012, 117.5216435079666 -0.8037232397533099, 116.5600484558795 -1.487660821136231, 116.5337968282753 -2.483517347832901, 116.1480839376486 -4.012726332214015, 116.0008577820491 -3.657037448749108, 114.8648030945446 -4.106984144714417, 114.4686515645951 -3.495703627133835, 113.7556718282641 -3.43916961020652, 113.2569942566476 -3.118775729996955, 112.0681262553408 -3.478392022316086, 111.7032906433601 -2.994442233902646, 111.0482401876282 -3.049425957861203, 110.223846063276 -2.934032484553484, 110.0709355001244 -1.592874037282499, 109.5719478699141 -1.314906507984489, 109.0918738139225 -0.459506524257151, 108.9526575053282 0.415375474444346, 109.0691361837141 1.341933905437642, 109.6632601257738 2.006466986494985, 110.3961352885371 1.663774725751381, 111.1688529805975 1.850636704918784, 111.3700810079421 2.697303371588859, 111.7969283386729 2.885896511238073, 112.9956148621153 3.102394924324869, 113.7129354187587 3.893509426281128, 114.2040165548284 4.52587392823682, 114.5999613790487 4.900011298029924, 115.4507104838698 5.447729803891562, 116.220741001451 6.143191229675523, 116.7251029806198 6.924771429873999, 117.1296260926005 6.928052883324568, 117.6433931824463 6.422166449403207, 117.6890751485923 5.987490139180181, 118.3476912781523 5.708695786965464, 119.18190392464 5.407835598162151, 119.1106938009418 5.016128241389765, 118.4397270040641 4.966518866389606, 118.6183207540649 4.478202419447541, 117.8820349467702 4.137551377779488, 117.3132324565335 3.234428208830579, 118.0483297058854 2.287690131027361, 117.875627069166 1.827640692548897))"
1,Country,"POLYGON ((126.3768135926375 8.414706325713254, 126.4785128113879 7.750354112168978, 126.5374239442006 7.189380601424574, 126.1967729025326 6.274294338400026, 125.8314205262291 7.293715318221842, 125.3638521668523 6.786485297060892, 125.6831608419837 6.049656887227243, 125.3965116720607 5.58100332277229, 124.2197876323424 6.161355495626168, 123.9387195171069 6.885135606306122, 124.2436621440613 7.360610459823661, 123.6102124370276 7.833527329942754, 123.2960714051253 7.418875637232773, 122.8255058126755 7.457374579290203, 122.0854993022557 6.899424139834835, 121.9199280131926 7.192119452335973, 122.3123588400171 8.034962063016408, 122.9423979025197 8.316236883981091, 123.4876876160635 8.693009751821194, 123.8411544129399 8.240324204944386, 124.6014697612502 8.514157619659017, 124.7646122579957 8.96040945071546, 125.4713908224516 8.986996975129628, 125.4121179546129 9.760334784377548, 126.2227144715432 9.286074327018838, 126.3066369975852 8.782487494334561, 126.3768135926375 8.414706325713254))"
1,Country,"POLYGON ((81.2180196471443 6.197141424988303, 80.34835696810447 5.968369859232141, 79.87246870312859 6.763463446474915, 79.69516686393516 8.200843410673372, 80.14780073437967 9.824077663609557, 80.83881798698664 9.268426825391174, 81.3043192890718 8.564206244333675, 81.78795901889143 7.523055324733178, 81.63732221876066 6.481775214051936, 81.2180196471443 6.197141424988303))"
1,Country,"POLYGON ((-60.935 10.11, -61.77 10, -61.95 10.09, -61.66 10.365, -61.68 10.76, -61.10499999999988 10.89, -60.895 10.855, -60.935 10.11))"
1,Country,"POLYGON ((123.9824377788259 10.27877859134571, 123.6231832215328 9.950090643753299, 123.3099206889794 9.318268744336677, 122.9958830099417 9.0221886255204, 122.3800549663195 9.713360907424203, 122.5860889018672 9.981044826696106, 122.8370813335088 10.26115692793424, 122.9474105164519 10.88186839440803, 123.4988497254385 10.94062449792395, 123.3377742859848 10.26738393802535, 124.0779358257012 11.23272553145371, 123.9824377788259 10.27877859134571))"
1,Country,"POLYGON ((118.5045809265904 9.316382554558004, 117.1742745301007 8.367499904814665, 117.6644771668214 9.06688873945285, 118.3869136902618 9.684499619989225, 118.9873421570611 10.37629201908049, 119.5114962097976 11.36966807702721, 119.68967654834 10.55429149010986, 119.029458449379 10.00365326582377, 118.5045809265904 9.316382554558004))"
1,Country,"POLYGON ((121.8835478048591 11.89175507247198, 122.4838212423615 11.58218740482751, 123.120216506036 11.58366018314787, 123.1008378439265 11.16593374271648, 122.6377136577267 10.74130849857413, 122.0026103048596 10.44101675052609, 121.9673669780366 10.90569122969463, 122.0383703960055 11.41584096927994, 121.8835478048591 11.89175507247198))"
1,Country,"POLYGON ((125.5025517111235 12.16269460697825, 125.7834647970622 11.04612193444775, 125.0118839865123 11.31145457605038, 125.0327612651582 10.97581614831471, 125.2774491720602 10.35872203210131, 124.8018192892457 10.13467885989989, 124.7601680848185 10.8379951033922, 124.4591011902861 10.88992991784554, 124.3025216004417 11.49537099857713, 124.8910128113816 11.41558258711849, 124.877990350444 11.79418996830491, 124.2667615092957 12.55776093184969, 125.2271163270078 12.53572093347719, 125.5025517111235 12.16269460697825))"
1,Country,"POLYGON ((121.5273938335035 13.06959015548452, 121.2621903829816 12.2055602075644, 120.8338961121466 12.70449616134242, 120.3234363139675 13.46641347905377, 121.1801282085021 13.42969737391044, 121.5273938335035 13.06959015548452))"
1,Country,"POLYGON ((121.3213082215236 18.5040646428109, 121.9376013530365 18.21855235439847, 122.2460063009543 18.4789498967171, 122.336956821788 18.22488271735406, 122.1742794129333 17.81028270107637, 122.5156539246534 17.09350474697197, 122.2523108256939 16.26244436285401, 121.6627860861082 15.9310175643501, 121.5050696147535 15.12481354416462, 121.7288285665773 14.32837636968225, 122.2589254090273 14.21820221603598, 122.7012756694457 14.33654124598434, 123.9502950379403 13.78213064214097, 123.8551070496586 13.23777110437838, 124.1812886902849 12.99752737065347, 124.0774190613783 12.53667694747458, 123.2980351095523 13.0275255395989, 122.92865197153 13.55291982671041, 122.6713550151487 13.18583628992505, 122.0346496928805 13.78448191981025, 121.1263847189186 13.63668732345555, 120.6286373230833 13.85765574793555, 120.6793835795939 14.27101552983831, 120.9918192892306 14.52539276779498, 120.6933362163127 14.75667064051729, 120.5641451355831 14.39627920171382, 120.0704285014664 14.9708694523672, 119.9209285828461 15.40634674729074, 119.8837732280283 16.36370433192997, 120.2864876648788 16.03462881109533, 120.3900472351918 17.59908112229951, 120.715867140792 18.50522736253745, 121.3213082215236 18.5040646428109))"
1,Country,"POLYGON ((-65.59100379094289 18.22803497972387, -65.84716386581366 17.9759056665718, -66.59993445500945 17.98182261806929, -67.18416236028517 17.94655345303013, -67.2424275376944 18.37446015062287, -67.10067908391775 18.52060110114442, -66.28243445500814 18.51476166429532, -65.77130286320934 18.42667918545393, -65.59100379094289 18.22803497972387))"
1,Country,"POLYGON ((-76.90256140817561 17.86823781989168, -77.20634131540348 17.70111623785979, -77.76602291534056 17.86159739834224, -78.33771928578548 18.22596792243232, -78.21772661000389 18.45453278245932, -77.79736467152568 18.52421845140472, -77.5696007961991 18.49052541755043, -76.89661861846204 18.4008668075241, -76.36535905628543 18.16070058844755, -76.19965857614153 17.88686717373292, -76.90256140817561 17.86823781989168))"
1,Country,"POLYGON ((-72.57967281766363 19.87150055590234, -71.71236141629294 19.71445587816731, -71.58730445014658 19.88491059008206, -70.80670610216168 19.88028554939197, -70.21436499701608 19.6228852401461, -69.95081519232755 19.64799998623999, -69.76925004747008 19.29326711677248, -69.22212582057981 19.31321421963705, -69.25434607611373 19.01519623460999, -68.8094119940807 18.97907440843784, -68.31794328476892 18.61219757738164, -68.68931596543453 18.20514232021856, -69.16494584824883 18.42264842373513, -69.62398759629752 18.38071299893036, -69.95293392605149 18.42830699307106, -70.13323299831794 18.24591502529688, -70.51713721381427 18.1842908797889, -70.66929846869758 18.42688589118299, -70.99995012071716 18.28332876227634, -71.40020992703384 17.59856435797653, -71.65766191271192 17.75757274013873, -71.70830481635795 18.04499705654621, -72.37247616238926 18.21496084235409, -72.84441118029488 18.14561107021834, -73.45455481636503 18.21790639899481, -73.92243323433556 18.03099274339493, -74.45803361682471 18.34254995368266, -74.36992529976712 18.6649075383194, -73.44954220243275 18.5260529647511, -72.69493709989067 18.44579946540179, -72.33488155789703 18.66842153571531, -72.79164954292483 19.10162506761796, -72.78410478381031 19.48359141690341, -73.41502234566164 19.6395508895603, -73.18979061551758 19.915683905512, -72.57967281766363 19.87150055590234))"
1,Country,"POLYGON ((110.3391878601515 18.67839508714758, 109.4752095886637 18.19770091396862, 108.6552079610562 18.5076819930714, 108.6262174825405 19.36788788500186, 109.1190556173081 19.82103851976936, 110.2115987488229 20.10125397387199, 110.7865507345022 20.07753449145005, 111.0100513041646 19.69592987719082, 110.5706466003868 19.25587921800931, 110.3391878601515 18.67839508714758))"
1,Country,"POLYGON ((-155.54211 19.08348, -155.68817 18.91619000000011, -155.93665 19.05939, -155.90806 19.3388800000001, -156.07347 19.70294, -156.02368 19.81422, -155.85008 19.97729, -155.91907 20.17395, -155.86108 20.26721, -155.78505 20.2487, -155.40214 20.07975, -155.22452 19.99302, -155.06226 19.8591, -154.80741 19.50871000000012, -154.83147 19.45328, -155.22217 19.23972000000012, -155.54211 19.08348))"
1,Country,"POLYGON ((-156.07926 20.64397, -156.41445 20.57241, -156.58673 20.783, -156.70167 20.8643, -156.71055 20.92676, -156.61258 21.01249, -156.25711 20.91745, -155.99566 20.76404, -156.07926 20.64397))"
1,Country,"POLYGON ((-156.75824 21.17684, -156.78933 21.06873, -157.32521 21.09777, -157.25027 21.21958, -156.75824 21.17684))"
1,Country,"POLYGON ((-157.65283 21.32217, -157.70703 21.26442, -157.7786 21.27729, -158.12667 21.31244, -158.2538 21.53919, -158.29265 21.57912, -158.0252 21.71696, -157.94161 21.65272, -157.65283 21.32217))"
1,Country,"POLYGON ((-159.34512 21.982, -159.46372 21.88299, -159.80051 22.06533, -159.74877 22.1382, -159.5962 22.23618, -159.36569 22.21494, -159.34512 21.982))"
1,Country,"POLYGON ((-79.67952368846031 22.76530324959882, -79.28148596873203 22.39920156502703, -78.3474344550564 22.51216624601707, -77.99329586456017 22.27719350838589, -77.14642249216101 21.65785146736781, -76.52382483590844 21.20681956632433, -76.19462012399313 21.22056549731397, -75.59822241891263 21.01662445727408, -75.67106035022812 20.73509125414796, -74.93389604358444 20.69390513761132, -74.17802486845125 20.28462779385976, -74.29664811877714 20.0503785262807, -74.96159461129298 19.92343537035569, -75.63468014189462 19.87377431892315, -76.32365617542601 19.95289093676212, -77.7554809231531 19.85548086189189, -77.08510840524667 20.41335378669879, -77.49265458851653 20.67310537361385, -78.1372922431415 20.73994883878348, -78.48282670766116 21.02861338956581, -78.71986650258398 21.59811351163842, -79.28499996612786 21.55917531990647, -80.21747534861854 21.82732432706896, -80.51753455272143 22.03707896574176, -81.82094336620321 22.19205658618506, -82.1699918281187 22.38710927987074, -81.79500179719258 22.63696483000209, -82.77589799674078 22.68815033618711, -83.4944587877593 22.16851797127609, -83.90880042187564 22.1545653345573, -84.05215084505332 21.91057505949132, -84.54703019889644 21.80122772876157, -84.97491105827316 21.89602814380106, -84.44706214062779 22.20494985604188, -84.23035702181184 22.56575470630375, -83.77823991569011 22.78811839445564, -83.26754757356562 22.98304189706073, -82.5104361640575 23.07874664966513, -82.26815121125705 23.18861074471766, -81.40445716014685 23.11727142993877, -80.61876868358118 23.10598012948296, -79.67952368846031 22.76530324959882))"
1,Country,"POLYGON ((-77.53465999999989 23.75975, -77.78 23.71, -78.03404999999999 24.28615, -78.40848 24.57564, -78.19087 25.2103, -77.89 25.17, -77.54000000000001 24.34000000000012, -77.53465999999989 23.75975))"
1,Country,"POLYGON ((121.1756323588927 22.79085724536714, 120.7470797058963 21.97057139738209, 120.2200834493837 22.81486094816668, 120.1061885926124 23.55626272225823, 120.6946798035523 24.53845083261373, 121.4950443868888 25.29545888925736, 121.9512439311615 24.99759593352698, 121.7778178243899 24.39427358651943, 121.1756323588927 22.79085724536714))"
1,Country,"POLYGON ((-77.81999999999999 26.58, -78.91 26.42, -78.97999999999988 26.79, -78.51000000000001 26.87, -77.84999999999999 26.84, -77.81999999999999 26.58))"
1,Country,"POLYGON ((-77 26.59000000000012, -77.17255 25.87918, -77.35641 26.00735, -77.34 26.53, -77.78802 26.92516, -77.79000000000001 27.04, -77 26.59000000000012))"
1,Country,"POLYGON ((134.6384281760039 34.14923371025642, 134.7663790223586 33.80633474378368, 134.2034159689709 33.20117788342961, 133.7929500672765 33.52198517509768, 133.2802681825089 33.28957042086483, 133.0148580262579 32.70456736910469, 132.3631148621928 32.98938202568138, 132.3711763856303 33.46364248303999, 132.9243725933148 34.06029857028213, 133.4929683778223 33.94462087659667, 133.9041060731364 34.3649311386427, 134.6384281760039 34.14923371025642))"
1,Country,"POLYGON ((34.57647382990061 35.67159556735876, 33.90080447768426 35.24575592705759, 33.97361657078349 35.05850637464798, 34.00488081232012 34.97809784600187, 32.9798271013785 34.57186941175542, 32.4902962582776 34.70165477145653, 32.25666710788599 35.10323232679661, 32.73178022637754 35.14002594658842, 32.80247358575289 35.14550364841139, 32.94696089044092 35.3867033961337, 33.66722700372506 35.3732158473056, 34.57647382990061 35.67159556735876))"
1,Country,"POLYGON ((23.69998009613309 35.70500438083562, 24.24666507334877 35.36802236586016, 25.02501549652897 35.42499563246207, 25.76920779796427 35.35401805270908, 25.74502322765164 35.17999766696622, 26.29000288260173 35.299990342748, 26.16499759288774 35.00499542900988, 24.72498213064236 34.91998769788961, 24.73500735850695 35.08499054619767, 23.51497846852817 35.27999156345095, 23.69998009613309 35.70500438083562))"
1,Country,"POLYGON ((15.52037601081383 38.23115509699156, 15.16024295417182 37.44404551853782, 15.30989790208909 37.1342194687318, 15.09998823411954 36.6199872909954, 14.33522871263202 36.99663096775473, 13.82673261888002 37.10453135838011, 12.43100385910878 37.61294993748371, 12.57094363775522 38.1263811305196, 13.74115644700467 38.03496552179544, 14.76124922044625 38.1438736028505, 15.52037601081383 38.23115509699156))"
1,Country,"POLYGON ((9.210011834356351 41.2099913600243, 9.809975213264977 40.5000088567661, 9.669518670295645 39.17737641047188, 9.214817742559489 39.24047333430013, 8.806935662479702 38.90661774347848, 8.4283024430772 39.17184703221662, 8.388253208050941 40.37831085871878, 8.159998406617746 40.9500072291637, 8.709990675500194 40.89998444270523, 9.210011834356351 41.2099913600243))"
1,Country,"POLYGON ((140.9763875673053 37.14207428644016, 140.5997697287621 36.34398346612446, 140.7740743348826 35.84287710219022, 140.2532792502452 35.13811391859375, 138.9755277853962 34.66760000257611, 137.2175989116913 34.60628591566177, 135.7929830262689 33.46480520276671, 135.1209827007454 33.84907115328906, 135.0794348491828 34.59654490817482, 133.340316196832 34.37593821872085, 132.1567708680513 33.90493337659652, 130.9861446473435 33.8857614202162, 132.00003624891 33.14999237724462, 131.3327901551574 31.45035451916485, 130.686317987186 31.02957916922833, 130.202419875205 31.41823761649539, 130.4476762228622 32.31947459566564, 129.8146916037189 32.61030955660436, 129.4084631694725 33.29605581311759, 130.3539351746847 33.60415070244179, 130.8784509624471 34.23274282484013, 131.8842293641439 34.74971385348792, 132.6176729676625 35.43339305270939, 134.6083008159778 35.73161774346579, 135.6775378765289 35.52713410088683, 136.7238306011425 37.30498423924038, 137.3906116070045 36.82739065199883, 138.8576021669062 37.82748464614355, 139.4264046571429 38.21596222589756, 140.0547900738121 39.43880748143647, 139.8833793478999 40.56331248632361, 140.3057825054537 41.19500519465964, 141.3689734234267 41.37855988216037, 141.9142631369706 39.99161611587868, 141.8846008648351 39.18086456965142, 140.9594893739458 38.17400096287659, 140.9763875673053 37.14207428644016))"
1,Country,"POLYGON ((9.560016310269219 42.15249197037946, 9.229752231491858 41.38000682226445, 8.775723097375447 41.58361196549441, 8.544212680707801 42.256516628583, 8.746009148807588 42.62812185319396, 9.39000084802899 43.00998484961482, 9.560016310269219 42.15249197037946))"
1,Country,"POLYGON ((143.9101619813796 44.17409983985374, 144.6134265484397 43.9608828802175, 145.3208252300832 44.38473297787553, 145.5431372418028 43.2620883245506, 144.0596618999999 42.98835826270064, 143.1838497255173 41.99521474869917, 141.6114909201725 42.67879059505617, 141.0672864117066 41.58459381770791, 139.9551062359211 41.56955597591096, 139.81754357316 42.56375885677448, 140.3120870301933 43.33327261003265, 141.3805489442601 43.38882477474638, 141.6719523459539 44.77212535255148, 141.967644891528 45.55148346616136, 143.1428703147098 44.51035838477696, 143.9101619813796 44.17409983985374))"
1,Country,"POLYGON ((-63.6645 46.55001, -62.9393 46.41587, -62.01208 46.44314, -62.50391 46.03339000000011, -62.87433 45.96818, -64.14279999999999 46.39265, -64.39261 46.72747, -64.01486 47.03601, -63.6645 46.55001))"
1,Country,"POLYGON ((-61.8063 49.10506000000012, -62.29318 49.08717, -63.58926 49.40069, -64.51912 49.87304, -64.17322 49.95718, -62.85829 49.70641000000012, -61.83558 49.28855, -61.8063 49.10506000000012))"
1,Country,"POLYGON ((-123.5100015875512 48.51001089130341, -124.0128907883996 48.3708462591415, -125.6550127773384 48.82500458433859, -125.9549944667928 49.17999583596765, -126.8500044358719 49.53000031188051, -127.0299934495444 49.81499583597005, -128.0593363043662 49.99495901142657, -128.4445841071021 50.53913768167604, -128.3584136562554 50.77064809834368, -127.30858109603 50.55257355407204, -126.6950009772123 50.40090322529539, -125.7550066738232 50.29501821552947, -125.4150015875588 49.95000051533259, -124.9207681891194 49.47527497008349, -123.9225087083211 49.06248362893581, -123.5100015875512 48.51001089130341))"
1,Country,"POLYGON ((-56.13403581401704 50.68700979267931, -56.79588172059528 49.81230866149096, -56.14310502788422 50.15011749938284, -55.47149227560297 49.93581533466846, -55.82240108908101 49.58712860777899, -54.93514258484558 49.31301097268684, -54.4737753973437 49.55669118915918, -53.47654944519127 49.24913890237406, -53.78601375997133 48.51678050393372, -53.08613399922626 48.68780365660353, -52.95864824076224 48.1571642116144, -52.6480987209041 47.53554840757559, -53.06915829121834 46.65549876564504, -53.52145626485296 46.61829173439483, -54.17893551290254 46.80706574155698, -53.96186865906057 47.62520701760192, -54.24048214376205 47.75227936460763, -55.4007730780115 46.88499380145313, -55.99748084168584 46.91972036395322, -55.29121904155269 47.389562486351, -56.25079871278064 47.63254507098739, -57.32522925477701 47.57280711525809, -59.26601518414688 47.6033478867424, -59.4194941880537 47.89945384377486, -58.7965864732075 48.25152537697937, -59.23162451845656 48.52318838153789, -58.39180497906523 49.12558055276426, -57.35868974468596 50.71827403421594, -56.73865007183201 51.28743825947862, -55.87097693543521 51.63209422464928, -55.40697424988662 51.58827261006564, -55.60021826844209 51.31707469339801, -56.13403581401704 50.68700979267931))"
1,Country,"POLYGON ((-132.7100078844312 54.04000931542345, -132.7100085049057 54.04000926372134, -132.7100076974615 54.04000926372134, -132.7100078844312 54.04000931542345, -131.7499895840034 54.12000438090914, -132.049480347351 52.98462148702453, -131.1790425218266 52.18043284769828, -131.5778295498231 52.18237071390925, -132.1804284267786 52.6397071396924, -132.5499924323139 53.10001496033223, -133.0546111787555 53.41146881775529, -133.2396644827927 53.85108022726232, -133.1800040417118 54.16997549093531, -132.7100078844312 54.04000931542345))"
